"CongJob1.htm | Question 0"
"Fox News Poll conducted by Anderson Robbins Research (D) and Shaw & Company Research (R). March 20-22, 2016. N=1,016 registered voters nationwide. Margin of error ± 3. "
"Do you approve or disapprove of the job Congress is doing?"
manually enter poll





"CongJob1.htm | Question 1"
"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3."
"Do you approve or disapprove of the way Congress is handling its job?"
date,approve,disapprove,unsure/ no answer,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""7/8-11/04""",40,53,7,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""6/3-6/04""",41,52,7,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""5/2-4/04""",41,52,7,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""4/5-8/04""",43,51,6,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""3/8-11/04""",42,51,7,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""2/9-12/04""",41,51,8,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""1/12-15/04""",48,45,7,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""12/11-14/03""",43,50,7,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""11/3-5/03""",43,51,6,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""10/6-8/03""",41,51,8,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""9/8-10/03""",40,53,7,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""8/4-6/03""",45,46,9,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""7/7-9/03""",49,45,6,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""6/12-15/03""",50,41,9,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""5/5-7/03""",49,44,7,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""4/7-9/03""",58,33,9,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""3/3-5/03""",48,44,8,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""2/3-6/03""",50,39,11,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""1/13-16/03""",49,40,11,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""12/5-8/02""",50,40,10,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""11/11-14/02""",47,39,14,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""10/3-6/02""",50,40,10,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""9/5-8/02""",52,40,8,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""8/5-8/02""",46,43,11,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""7/26-28/02""",53,36,11,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""7/9-11/02""",54,36,10,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""6/3-6/02""",52,38,10,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""5/6-9/02""",57,33,10,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""4/8-11/02""",57,34,9,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""3/4-7/02""",63,28,9,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""2/4-6/02""",62,28,10,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""1/7-9/02""",62,29,9,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""12/6-9/01""",72,19,9,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""11/8-11/01""",73,19,8,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""10/11-14/01""",84,10,6,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""9/7-10/01""",42,44,14,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""8/16-19/01""",50,37,13,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""8/3-5/01""",47,42,11,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""7/19-22/01""",49,37,14,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""6/11-17/01""",51,34,15,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""5/10-14/01""",49,34,17,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""4/6-8/01""",55,32,13,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""3/5-7/01""",55,28,17,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""2/1-4/01""",53,32,15,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""1/10-14/01""",50,40,10,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""12/2-4/00""",56,34,10,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""10/6-9/00""",49,42,9,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""8/29 - 9/5/00""",48,42,10,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""5/18-21/00""",39,52,9,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""1/7-10/00""",51,42,7,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""9/23-26/99""",37,56,7,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""7/13-14/99""",39,51,10,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""6/11-13/99""",41,53,6,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""4/13-14/99""",45,47,8,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""2/12-13/99""",41,54,5,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""1/15-17/99""",50,46,4,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""12/15-16/98""",42,52,6,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""11/13-15/98""",41,54,5,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""10/29 - 11/1/98""",44,47,9,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""10/9-12/98""",47,46,7,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""10/6-7/98""",44,48,8,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""9/11-12/98""",55,36,9,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""5/8-10/98""",44,48,8,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""4/17-19/98""",49,40,11,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""2/13-15/98""",57,33,10,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""1/30-2/1/98""",56,35,9,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""1/16-18/98""",42,47,11,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""12/18-21/97""",39,52,9,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""10/27-29/97""",36,53,11,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""8/22-25/97""",41,48,11,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""7/25-27/97""",34,57,9,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""5/6-7/97""",32,58,10,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""4/18-20/97""",30,59,11,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""2/24-26/97""",37,48,15,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""1/31-2/2/97""",36,51,13,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""1/10-13/97""",41,49,10,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""10/26-29/96""",34,51,15,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""9/22-24/95""",30,61,9,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""10/22-25/94""",23,70,7,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""11/2-4/93""",24,69,8,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. March 2-6, 2016. N=1,019 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll






"CongJob1.htm | Question 4"
"Allstate/National Journal Heartland Monitor Poll cconducted by FTI Consulting. Jan. 2-6, 2016. N=1,000 adults nationwide. Margin of error ± 3.1."
"Do you approve or disapprove of the way Congress is handling its job?"
date,approve,disapprove,unsure/ refused,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""1/2-6/16""",15,77,8,1000,3,a,approval,http://www.pollingreport.com/CongJob1.htm,"Allstate/National Journal Heartland Monitor Poll cconducted by FTI Consulting. Jan. 2-6, 2016. N=1,000 adults nationwide. Margin of error ± 3.1.","""Do you approve or disapprove of the way Congress is handling its job?""",Allstate/National Journal Heartland Monitor Poll cconducted by FTI Consulting
"=""9/10-15/15""",13,78,10,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Allstate/National Journal Heartland Monitor Poll cconducted by FTI Consulting. Jan. 2-6, 2016. N=1,000 adults nationwide. Margin of error ± 3.1.","""Do you approve or disapprove of the way Congress is handling its job?""",Allstate/National Journal Heartland Monitor Poll cconducted by FTI Consulting
"=""5/17-27/15""",17,73,10,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Allstate/National Journal Heartland Monitor Poll cconducted by FTI Consulting. Jan. 2-6, 2016. N=1,000 adults nationwide. Margin of error ± 3.1.","""Do you approve or disapprove of the way Congress is handling its job?""",Allstate/National Journal Heartland Monitor Poll cconducted by FTI Consulting
"=""2/18-22/15""",18,71,11,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Allstate/National Journal Heartland Monitor Poll cconducted by FTI Consulting. Jan. 2-6, 2016. N=1,000 adults nationwide. Margin of error ± 3.1.","""Do you approve or disapprove of the way Congress is handling its job?""",Allstate/National Journal Heartland Monitor Poll cconducted by FTI Consulting
"=""10/22-26/14""",9,80,11,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Allstate/National Journal Heartland Monitor Poll cconducted by FTI Consulting. Jan. 2-6, 2016. N=1,000 adults nationwide. Margin of error ± 3.1.","""Do you approve or disapprove of the way Congress is handling its job?""",Allstate/National Journal Heartland Monitor Poll cconducted by FTI Consulting
"=""4/9-13/14""",11,80,9,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Allstate/National Journal Heartland Monitor Poll cconducted by FTI Consulting. Jan. 2-6, 2016. N=1,000 adults nationwide. Margin of error ± 3.1.","""Do you approve or disapprove of the way Congress is handling its job?""",Allstate/National Journal Heartland Monitor Poll cconducted by FTI Consulting
"=""11/2-6/13""",9,84,6,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Allstate/National Journal Heartland Monitor Poll cconducted by FTI Consulting. Jan. 2-6, 2016. N=1,000 adults nationwide. Margin of error ± 3.1.","""Do you approve or disapprove of the way Congress is handling its job?""",Allstate/National Journal Heartland Monitor Poll cconducted by FTI Consulting
"=""9/3-7/13""",13,76,11,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Allstate/National Journal Heartland Monitor Poll cconducted by FTI Consulting. Jan. 2-6, 2016. N=1,000 adults nationwide. Margin of error ± 3.1.","""Do you approve or disapprove of the way Congress is handling its job?""",Allstate/National Journal Heartland Monitor Poll cconducted by FTI Consulting
"=""5/29 - 6/2/13""",17,77,6,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Allstate/National Journal Heartland Monitor Poll cconducted by FTI Consulting. Jan. 2-6, 2016. N=1,000 adults nationwide. Margin of error ± 3.1.","""Do you approve or disapprove of the way Congress is handling its job?""",Allstate/National Journal Heartland Monitor Poll cconducted by FTI Consulting
"=""4/5-9/13""",17,76,7,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Allstate/National Journal Heartland Monitor Poll cconducted by FTI Consulting. Jan. 2-6, 2016. N=1,000 adults nationwide. Margin of error ± 3.1.","""Do you approve or disapprove of the way Congress is handling its job?""",Allstate/National Journal Heartland Monitor Poll cconducted by FTI Consulting
"=""11/25 - 12/1/12""",21,72,8,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Allstate/National Journal Heartland Monitor Poll cconducted by FTI Consulting. Jan. 2-6, 2016. N=1,000 adults nationwide. Margin of error ± 3.1.","""Do you approve or disapprove of the way Congress is handling its job?""",Allstate/National Journal Heartland Monitor Poll cconducted by FTI Consulting






"CongJob1.htm | Question 5"
"Gallup Poll. Dec. 2-6, 2015. N=824 adults nationwide. Margin of error ± 4."
"Do you approve or disapprove of the way Congress is handling its job?"
date,approve,disapprove,unsure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""12/2-6/15""",13,82,5,824,4,a,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. Dec. 2-6, 2015. N=824 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""11/4-8/15""",11,86,3,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. Dec. 2-6, 2015. N=824 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""10/7-11/15""",13,82,4,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. Dec. 2-6, 2015. N=824 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""9/9-13/15""",14,83,2,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. Dec. 2-6, 2015. N=824 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""8/5-9/15""",14,82,5,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. Dec. 2-6, 2015. N=824 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""7/8-12/15""",17,78,5,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. Dec. 2-6, 2015. N=824 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""6/2-7/15""",17,79,4,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. Dec. 2-6, 2015. N=824 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""5/6-10/15""",19,77,5,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. Dec. 2-6, 2015. N=824 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""4/9-12/15""",15,80,5,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. Dec. 2-6, 2015. N=824 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""3/5-8/15""",18,75,7,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. Dec. 2-6, 2015. N=824 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""2/8-11/15""",20,75,5,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. Dec. 2-6, 2015. N=824 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""1/5-8/15""",16,76,8,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. Dec. 2-6, 2015. N=824 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""12/8-11/14""",16,80,4,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. Dec. 2-6, 2015. N=824 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
"=""11/6-9/14""",15,79,6,,,,approval,http://www.pollingreport.com/CongJob1.htm,"Gallup Poll. Dec. 2-6, 2015. N=824 adults nationwide. Margin of error ± 4.","""Do you approve or disapprove of the way Congress is handling its job?""",Gallup Poll
